ADMIN ID, ADMIN USERNAME, TIME, ACTION
1,admin,12:56:20 pm,-Login successful-
1,admin,01:33:27 pm,-View Ads Banner Listing-
1,admin,01:54:37 pm,-View Software Listing PAGE:1-
1,admin,01:54:58 pm,-View Software Listing PAGE:1-
1,admin,01:55:03 pm,-View Software Listing PAGE:2-
1,admin,01:56:45 pm,-UPDATE SOFTWARE []-
1,admin,01:56:47 pm,-View Software Listing PAGE:1-
1,admin,01:56:52 pm,-View Software Listing PAGE:2-
1,admin,01:57:08 pm,-UPDATE SOFTWARE []-
1,admin,01:57:10 pm,-View Software Listing PAGE:1-
1,admin,01:57:16 pm,-View Software Listing PAGE:2-
1,admin,02:14:27 pm,-View User Listing-
1,admin,02:14:32 pm,-View User Listing-
1,admin,02:14:36 pm,-View User Listing-
1,admin,02:14:42 pm,-CHANGE PASSWORD FOR USER [27]-
1,admin,02:14:54 pm,-UPDATE USER [27]-
1,admin,02:15:01 pm,-View User Listing-
