ADMIN ID, ADMIN USERNAME, TIME, ACTION
1,admin,01:55:06 pm,-Login successful-
1,admin,01:55:23 pm,-View Software Listing PAGE:1-
1,admin,01:56:58 pm,-UPDATE SOFTWARE []-
1,admin,01:57:09 pm,-View Software Listing PAGE:1-
1,admin,01:58:23 pm,-UPDATE SOFTWARE []-
1,admin,01:58:31 pm,-View Software Listing PAGE:1-
1,admin,02:00:35 pm,-UPDATE SOFTWARE []-
1,admin,02:00:45 pm,-View Software Listing PAGE:1-
1,admin,02:01:30 pm,-View Software Listing PAGE:1-
1,admin,02:01:39 pm,-DELETE SOFTWARE [1028]-
1,admin,02:01:44 pm,-View Software Listing PAGE:1-
1,admin,03:25:32 pm,-Login successful-
1,admin,03:26:53 pm,-View User Listing-
1,admin,03:41:34 pm,-View User Listing-
